market,date,trade_price,acc_trade_volume_24h,acc_trade_price_24h,opening_price,high_price,low_price
KRW-BTC,2024-04-10,100600000.0,4307.83087037,427447865181.8295,99409000.0,101750000.0,97614000.0
KRW-ETH,2024-04-11,5023000.0,18630.31987467,94375774832.55974,5060000.0,5146000.0,5007000.0
KRW-BTC,2024-04-11,100541000.0,3026.45443123,304817123210.9132,100601000.0,101452000.0,100031000.0
KRW-ETH,2024-04-12,4822000.0,35983.52127968,176661620563.12323,5023000.0,5066000.0,4757000.0
KRW-BTC,2024-04-12,99776000.0,5005.55856794,501138671632.28973,100542000.0,101426000.0,98985000.0
KRW-ETH,2024-04-13,4570000.0,60042.61564863,279971892172.5484,4822000.0,4860000.0,4400000.0
KRW-BTC,2024-04-13,97149000.0,9545.1942808,935752426506.9319,99645000.0,100569000.0,95000000.0
KRW-ETH,2024-04-14,4752000.0,40038.72296705,184134153013.65112,4570000.0,4794000.0,4450000.0
KRW-BTC,2024-04-14,98905000.0,6601.79791673,640496163193.9851,97093000.0,99180000.0,95224000.0
KRW-BTC,2024-04-15,96527000.0,5860.57730753,572334441333.4099,98931000.0,99490000.0,95702000.0
KRW-ETH,2024-04-15,4719000.0,45456.53181041,217067072870.23495,4752000.0,4912000.0,4624000.0
KRW-BTC,2024-04-16,95597000.0,6058.36670549,575142167083.7314,96530000.0,96941000.0,93500000.0
KRW-ETH,2024-04-16,4623000.0,28364.32097481,131237053330.68121,4720000.0,4738000.0,4520000.0
KRW-BTC,2024-04-17,91419000.0,7117.39044578,660323082104.5907,95597000.0,96500000.0,90200000.0
KRW-ETH,2024-04-17,4451000.0,26879.70134692,121584818916.4873,4625000.0,4680000.0,4402000.0
KRW-BTC,2024-04-18,93356000.0,5793.82700325,533379890524.8668,91439000.0,94200000.0,90000000.0
KRW-ETH,2024-04-18,4506000.0,23606.9354781,105417084301.12048,4451000.0,4554000.0,4367000.0
KRW-BTC,2024-04-19,93390000.0,8931.11165293,826226752319.6167,93392000.0,95958000.0,88500000.0
KRW-ETH,2024-04-19,4475000.0,33555.54628173,148970774203.48746,4507000.0,4575000.0,4257000.0
KRW-ETH,2024-04-20,4610000.0,14667.50567125,66357518355.94368,4475000.0,4622000.0,4431000.0
KRW-BTC,2024-04-20,94805000.0,2666.36468567,250942877130.00293,93390000.0,95600000.0,92615000.0
KRW-ETH,2024-04-21,4600000.0,12888.54993046,59602260381.43098,4610000.0,4673000.0,4568000.0
KRW-BTC,2024-04-21,94868000.0,2369.21252418,225327547192.15237,94840000.0,95989000.0,94312000.0
KRW-BTC,2024-04-22,97192000.0,3221.84889236,309448245996.401,94911000.0,97627000.0,94622000.0
KRW-ETH,2024-04-22,4652000.0,15860.25660111,73713861344.28378,4600000.0,4695000.0,4586000.0
KRW-BTC,2024-04-23,96045000.0,3179.44418004,305907337794.1537,97239000.0,97592000.0,95246000.0
KRW-ETH,2024-04-23,4661000.0,17663.50298925,81893908609.1039,4653000.0,4718000.0,4563000.0
KRW-BTC,2024-04-24,93534000.0,3593.11116027,340438754437.031,96071000.0,96627000.0,92734000.0
KRW-ETH,2024-04-24,4567000.0,20594.06731367,95796669247.85196,4662000.0,4736000.0,4519000.0
KRW-BTC,2024-04-25,92745000.0,3762.56315286,348460853187.8564,93520000.0,94319000.0,91213000.0
KRW-ETH,2024-04-25,4535000.0,17799.5080669,80712283925.30592,4569000.0,4621000.0,4444000.0
KRW-ETH,2024-04-26,4512000.0,9453.45597913,42630441684.26977,4539000.0,4554000.0,4470000.0
KRW-BTC,2024-04-26,91951000.0,2016.93752002,186024518912.63318,92761000.0,93000000.0,91465000.0
KRW-ETH,2024-04-27,4689000.0,14248.38595476,65166948586.31143,4512000.0,4721000.0,4453000.0
KRW-BTC,2024-04-27,91499000.0,2455.80711714,223315339244.9676,91955000.0,92175000.0,90292000.0
KRW-BTC,2024-04-28,90530000.0,1861.37990104,169995089305.7691,91499000.0,92630000.0,90153000.0
KRW-ETH,2024-04-28,4679000.0,19459.29548227,92122345297.95251,4689000.0,4795000.0,4660000.0
KRW-ETH,2024-04-29,4604000.0,26475.49144265,120827618762.77795,4679000.0,4713000.0,4459000.0
KRW-BTC,2024-04-29,91400000.0,4650.34162208,417019267508.9052,90533000.0,92000000.0,88500000.0
KRW-ETH,2024-04-30,4327000.0,37466.78977518,164144616207.2637,4604000.0,4653000.0,4221000.0
KRW-BTC,2024-04-30,87137000.0,7328.91773497,647143762714.2603,91400000.0,92540000.0,85606000.0
KRW-BTC,2024-05-01,83499000.0,15078.237548,1247874579269.3682,87152000.0,87625000.0,80005000.0
KRW-ETH,2024-05-01,4252000.0,51845.88467646,215113410232.3157,4327000.0,4351000.0,3980000.0
KRW-BTC,2024-05-02,83078000.0,5609.70236742,462472415374.88916,83499000.0,84000000.0,80601000.0
KRW-ETH,2024-05-02,4201000.0,21713.65119788,90983767245.23065,4252000.0,4280000.0,4076000.0
KRW-ETH,2024-05-03,4400000.0,30242.38832656,129999551382.33586,4201000.0,4434000.0,4187000.0
KRW-BTC,2024-05-03,89291000.0,8040.2538403,693338249542.2839,83096000.0,89821000.0,82807000.0
KRW-ETH,2024-05-04,4410000.0,14527.76629291,64124895986.23945,4401000.0,4470000.0,4352000.0
KRW-BTC,2024-05-04,90303000.0,4208.08896117,377188650331.0702,89291000.0,91123000.0,87910000.0
KRW-BTC,2024-05-05,90061000.0,2550.73818403,228798229172.96234,90303000.0,90759000.0,88331000.0
KRW-ETH,2024-05-05,4410000.0,11299.23551254,49699770407.18325,4408000.0,4465000.0,4314000.0
KRW-BTC,2024-05-06,88804000.0,3986.16458238,359037836997.4739,90100000.0,91681000.0,88500000.0
KRW-ETH,2024-05-06,4308000.0,17631.6953589,77597195614.93643,4409000.0,4500000.0,4300000.0
KRW-BTC,2024-05-07,87595000.0,2916.803769,259678493158.40872,88780000.0,90157000.0,87500000.0
KRW-ETH,2024-05-07,4229000.0,15313.59926725,65986557845.46256,4308000.0,4379000.0,4220000.0
KRW-BTC,2024-05-08,85872000.0,3819.52775807,332700514292.9092,87595000.0,88566000.0,85109000.0
KRW-ETH,2024-05-08,4169000.0,17129.43001809,72097529579.0471,4229000.0,4273000.0,4137000.0
KRW-ETH,2024-05-09,4243000.0,10698.70620335,44829651933.39667,4169000.0,4269000.0,4130000.0
KRW-BTC,2024-05-09,88116000.0,3096.80934359,267645945872.65704,85872000.0,88500000.0,85020000.0
KRW-ETH,2024-05-10,4108000.0,13965.70859863,58135031681.12279,4240000.0,4250000.0,4073000.0
KRW-BTC,2024-05-10,85842000.0,3277.85722892,284534708229.2591,88116000.0,88480000.0,85120000.0
KRW-ETH,2024-05-11,4111000.0,6260.73117421,25690386361.56444,4109000.0,4143000.0,4070000.0
KRW-BTC,2024-05-11,85791000.0,1299.78149293,111471508154.94107,85842000.0,86500000.0,85209000.0
KRW-ETH,2024-05-12,4125000.0,4943.89919655,20390469241.74202,4111000.0,4160000.0,4094000.0
KRW-BTC,2024-05-12,86521000.0,1042.82371152,89929598339.25037,85791000.0,86978000.0,85618000.0
KRW-BTC,2024-05-13,87928000.0,3085.90700562,269283280046.10648,86521000.0,88485000.0,85410000.0
KRW-ETH,2024-05-13,4125000.0,13954.28928201,57365575462.12745,4125000.0,4189000.0,4030000.0
KRW-BTC,2024-05-14,86500000.0,2756.81157854,239136551619.17407,87934000.0,88225000.0,85801000.0
KRW-ETH,2024-05-14,4053000.0,11590.18759865,47224279825.67949,4125000.0,4139000.0,4021000.0
KRW-ETH,2024-05-15,4220000.0,21486.28715644,89088727334.33789,4053000.0,4228000.0,4027000.0
KRW-BTC,2024-05-15,92111000.0,5272.78652607,473734749005.6969,86524000.0,92444000.0,86200000.0
KRW-ETH,2024-05-16,4096000.0,18486.0052916,76689470485.42046,4219000.0,4237000.0,4079000.0
KRW-BTC,2024-05-16,90800000.0,3657.22884649,334699904978.9204,92111000.0,92860000.0,90250000.0
KRW-ETH,2024-05-17,4278000.0,19464.37439518,81866872849.37,4096000.0,4305000.0,4084000.0
KRW-BTC,2024-05-17,92646000.0,2713.8193315,249519198606.6008,90839000.0,93123000.0,90700000.0
KRW-ETH,2024-05-18,4343000.0,12033.72639043,51947961790.17,4278000.0,4369000.0,4270000.0
KRW-BTC,2024-05-18,93066000.0,1821.32715047,169295118960.64792,92632000.0,93500000.0,92337000.0
KRW-ETH,2024-05-19,4268000.0,11075.12487303,47579788599.72051,4341000.0,4351000.0,4246000.0
KRW-BTC,2024-05-19,92185000.0,2335.84848532,217037553806.18616,93066000.0,93990000.0,91843000.0
KRW-ETH,2024-05-20,4992000.0,55370.88344543,261592698574.4615,4270000.0,5028000.0,4236000.0
KRW-BTC,2024-05-20,97260000.0,4413.1861654,416886189056.5984,92185000.0,97264000.0,91931000.0
KRW-BTC,2024-05-21,96700000.0,4609.75650446,447572373508.3656,97260000.0,98150000.0,95571000.0
KRW-ETH,2024-05-21,5231000.0,88166.45238357,451792852020.0628,4992000.0,5283000.0,4941000.0
KRW-BTC,2024-05-22,95421000.0,2799.80156982,268537986813.09387,96717000.0,96999000.0,94640000.0
KRW-ETH,2024-05-22,5152000.0,48070.40246033,247208327309.25784,5231000.0,5250000.0,5008000.0
KRW-BTC,2024-05-23,94900000.0,4396.1343619,417507248596.06085,95421000.0,96881000.0,93000000.0
KRW-ETH,2024-05-23,5288000.0,130842.61414347,691974912982.9915,5152000.0,5449000.0,4936000.0
KRW-ETH,2024-05-24,5177000.0,41377.02372914,215704715688.38657,5288000.0,5350000.0,5080000.0
KRW-BTC,2024-05-24,95214000.0,2489.94183313,235509732034.2646,94897000.0,96160000.0,93300000.0
KRW-ETH,2024-05-25,5206000.0,15213.74909172,79301710998.25748,5177000.0,5262000.0,5154000.0
KRW-BTC,2024-05-25,96240000.0,1452.89641348,139437862033.11826,95214000.0,96598000.0,95192000.0
KRW-ETH,2024-05-26,5342000.0,30017.81080353,159689779388.8609,5206000.0,5420000.0,5193000.0
KRW-BTC,2024-05-26,95610000.0,1583.87158304,152194945654.3936,96240000.0,96590000.0,95400000.0
KRW-BTC,2024-05-27,96050000.0,2667.48347563,256303977047.8687,95634000.0,97360000.0,95050000.0
KRW-ETH,2024-05-27,5390000.0,43131.29067968,234508424773.13165,5342000.0,5495000.0,5338000.0
KRW-BTC,2024-05-28,94600000.0,3176.96320333,300604135784.2556,96050000.0,96119000.0,93654000.0
KRW-ETH,2024-05-28,5325000.0,30074.07167826,161073499535.292,5390000.0,5450000.0,5262000.0
KRW-ETH,2024-05-29,5234000.0,20567.85268384,108638438430.44653,5324000.0,5360000.0,5207000.0
KRW-BTC,2024-05-29,93910000.0,2475.18788783,233226273178.99045,94654000.0,95232000.0,93440000.0
KRW-ETH,2024-05-30,5212000.0,19948.1542936,104226611185.7857,5235000.0,5300000.0,5160000.0
KRW-BTC,2024-05-30,94943000.0,2703.78621192,255996014541.8591,93910000.0,96120000.0,93620000.0
KRW-BTC,2024-05-31,94505000.0,2203.22332533,209050615252.5121,95000000.0,96000000.0,93700000.0
KRW-ETH,2024-05-31,5269000.0,22302.82686802,117481742657.70273,5213000.0,5362000.0,5188000.0
KRW-BTC,2024-06-01,94720000.0,620.25035104,58706044440.81196,94504000.0,94850000.0,94361000.0
KRW-ETH,2024-06-01,5341000.0,7810.23704078,41428692098.77002,5270000.0,5350000.0,5253000.0
KRW-BTC,2024-06-02,95000000.0,1113.85982666,105872261448.48648,94762000.0,95626000.0,94500000.0
KRW-ETH,2024-06-02,5300000.0,10137.32908139,53933095082.06719,5341000.0,5372000.0,5279000.0
KRW-BTC,2024-06-03,95994000.0,2779.47684838,267415381863.87976,95000000.0,97358000.0,94825000.0
KRW-ETH,2024-06-03,5259000.0,16241.96489053,86017441722.71556,5302000.0,5345000.0,5240000.0
KRW-BTC,2024-06-04,97500000.0,2699.30531296,261246188651.128,95994000.0,97927000.0,95520000.0
KRW-ETH,2024-06-04,5273000.0,11937.42614555,62690906235.57363,5259000.0,5286000.0,5215000.0
KRW-BTC,2024-06-05,98385000.0,2709.00469092,266052740201.06946,97490000.0,98989000.0,97280000.0
KRW-ETH,2024-06-05,5345000.0,19036.86062537,100585137441.04279,5274000.0,5364000.0,5235000.0
KRW-ETH,2024-06-06,5296000.0,14232.05197492,75841876594.56308,5348000.0,5358000.0,5256000.0
KRW-BTC,2024-06-06,98334000.0,2226.53984487,219522291452.61084,98385000.0,99400000.0,98009000.0
KRW-ETH,2024-06-07,5199000.0,20758.68202929,109002283061.60799,5297000.0,5328000.0,5168000.0
KRW-BTC,2024-06-07,97919000.0,3319.13194888,326990960605.8829,98321000.0,99650000.0,97219000.0
KRW-ETH,2024-06-08,5212000.0,7977.14504652,41501229928.78264,5199000.0,5228000.0,5187000.0
KRW-BTC,2024-06-08,98125000.0,1083.63453147,106163964517.00305,97919000.0,98278000.0,97750000.0
KRW-BTC,2024-06-09,97983000.0,903.04585461,88498186805.20483,98137000.0,98400000.0,97710000.0
KRW-ETH,2024-06-09,5208000.0,4505.91341029,23459542205.29592,5214000.0,5240000.0,5185000.0
KRW-BTC,2024-06-10,97276000.0,1491.30862127,145257348150.08334,97983000.0,98031000.0,96980000.0
KRW-ETH,2024-06-10,5135000.0,10482.50687807,54030164485.61946,5208000.0,5216000.0,5105000.0
KRW-BTC,2024-06-11,95329000.0,3889.452394,369758493289.9728,97279000.0,97350000.0,93821000.0
KRW-ETH,2024-06-11,4959000.0,24054.27510469,119872977663.00256,5135000.0,5140000.0,4868000.0
KRW-BTC,2024-06-12,95934000.0,3395.53957526,327467722850.80164,95329000.0,98204000.0,94502000.0
KRW-ETH,2024-06-12,5006000.0,20001.23554614,100560399893.82623,4959000.0,5143000.0,4891000.0
KRW-ETH,2024-06-13,4915000.0,12941.49944375,63913284851.4603,5006000.0,5010000.0,4870000.0
KRW-BTC,2024-06-13,94614000.0,2161.15981221,205687345192.51294,95934000.0,96356000.0,94107000.0
KRW-ETH,2024-06-14,4957000.0,14240.54467667,70159427003.78476,4914000.0,5016000.0,4805000.0
KRW-BTC,2024-06-14,93978000.0,2232.32985005,210323777357.75565,94614000.0,95202000.0,93001000.0
KRW-ETH,2024-06-15,5062000.0,10578.38989324,53044022990.83324,4957000.0,5085000.0,4931000.0
KRW-BTC,2024-06-15,93910000.0,906.41818634,85103451469.52345,93979000.0,94268000.0,93546000.0
KRW-BTC,2024-06-16,94219000.0,841.90412208,79272815452.88979,93913000.0,94708000.0,93611000.0
KRW-ETH,2024-06-16,5121000.0,8296.87748129,42115816842.06471,5062000.0,5159000.0,5015000.0
KRW-ETH,2024-06-17,4946000.0,21811.28892214,108707589260.80505,5120000.0,5138000.0,4891000.0
KRW-BTC,2024-06-17,93588000.0,3306.85987741,307092672708.7484,94219000.0,94442000.0,91559000.0
KRW-BTC,2024-06-18,91649000.0,3084.47656922,283289620632.5299,93589000.0,93699000.0,90638000.0
KRW-ETH,2024-06-18,4900000.0,22981.77375906,111119820834.87225,4946000.0,4957000.0,4765000.0
KRW-BTC,2024-06-19,91555000.0,1711.11748826,157280746104.31015,91649000.0,92727000.0,91170000.0
KRW-ETH,2024-06-19,5020000.0,17294.02573891,86300782868.29309,4900000.0,5058000.0,4872000.0
KRW-BTC,2024-06-20,91780000.0,1989.14998554,183662665916.08588,91549000.0,93581000.0,91500000.0
KRW-ETH,2024-06-20,4973000.0,18943.70045827,95188680536.46143,5020000.0,5102000.0,4935000.0
KRW-ETH,2024-06-21,4955000.0,12049.94048423,59482660216.29358,4973000.0,5000000.0,4867000.0
KRW-BTC,2024-06-21,90308000.0,2713.72122916,245462226021.85233,91779000.0,92031000.0,89501000.0
KRW-BTC,2024-06-22,90874000.0,648.51462524,58876597356.40121,90308000.0,91086000.0,90141000.0
KRW-ETH,2024-06-22,4945000.0,4621.11187892,22845103838.48815,4955000.0,4964000.0,4913000.0
KRW-BTC,2024-06-23,89046000.0,1076.73789827,97216083240.50478,90874000.0,91382000.0,89033000.0
KRW-ETH,2024-06-23,4820000.0,7251.01882151,35512480308.03881,4945000.0,4976000.0,4820000.0
KRW-BTC,2024-06-24,85496000.0,7434.8292641,642782780185.859,89100000.0,89441000.0,83101000.0
KRW-ETH,2024-06-24,4753000.0,30684.13103684,144600998245.2471,4821000.0,4850000.0,4590000.0
KRW-BTC,2024-06-25,87450000.0,3359.06885104,290625255002.558,85495000.0,87981000.0,85032000.0
KRW-ETH,2024-06-25,4803000.0,16011.6925981,76452221554.90483,4753000.0,4838000.0,4706000.0
KRW-ETH,2024-06-26,4766000.0,10684.96639011,51085695708.23111,4803000.0,4844000.0,4707000.0
KRW-BTC,2024-06-26,86027000.0,1958.86652444,170172602843.6051,87463000.0,88356000.0,85930000.0
KRW-BTC,2024-06-27,86884000.0,1879.37091558,162614405577.3093,86092000.0,87957000.0,85396000.0
KRW-ETH,2024-06-27,4863000.0,14258.70561148,68752895106.33495,4767000.0,4902000.0,4743000.0
KRW-BTC,2024-06-28,85158000.0,2112.30766272,181740242265.76205,86875000.0,87510000.0,84740000.0
KRW-ETH,2024-06-28,4761000.0,12469.9668292,60152257889.19671,4863000.0,4908000.0,4744000.0
KRW-ETH,2024-06-29,4754000.0,4807.29740895,22919922463.51227,4766000.0,4791000.0,4750000.0
KRW-BTC,2024-06-29,85765000.0,750.29847644,64278180308.71439,85157000.0,86000000.0,85102000.0
KRW-ETH,2024-06-30,4821000.0,7303.2091009,34880820598.90995,4755000.0,4852000.0,4712000.0
KRW-BTC,2024-06-30,87920000.0,1407.83744184,122284229060.17992,85765000.0,88490000.0,85370000.0
KRW-BTC,2024-07-01,88253000.0,2120.47778236,187910215069.42743,87920000.0,89644000.0,87609000.0
KRW-ETH,2024-07-01,4835000.0,13062.43303048,63726649101.19514,4821000.0,4948000.0,4808000.0
KRW-ETH,2024-07-02,4811000.0,8116.49859659,39166856913.89802,4835000.0,4867000.0,4777000.0
KRW-BTC,2024-07-02,87248000.0,1525.13237149,133974236157.29668,88259000.0,88847000.0,86987000.0
KRW-BTC,2024-07-03,85331000.0,2823.97617467,241696760888.49173,87270000.0,87623000.0,84508000.0
KRW-ETH,2024-07-03,4672000.0,15381.79799769,72374415859.46214,4811000.0,4826000.0,4627000.0
KRW-BTC,2024-07-04,81680000.0,6151.28764968,508714299967.0383,85331000.0,85592000.0,81207000.0
KRW-ETH,2024-07-04,4379000.0,27350.47368514,123292891965.39285,4673000.0,4696000.0,4370000.0
KRW-BTC,2024-07-05,81118000.0,9719.19667539,771379661181.4397,81680000.0,82544000.0,77335000.0
KRW-ETH,2024-07-05,4266000.0,54320.25098026,229135043602.49792,4379000.0,4470000.0,4058000.0
KRW-ETH,2024-07-06,4365000.0,16840.01916105,72343231944.79562,4270000.0,4384000.0,4205000.0
KRW-BTC,2024-07-06,82826000.0,2664.49967064,217020180860.6007,81118000.0,83202000.0,79938000.0
KRW-ETH,2024-07-07,4164000.0,14286.49375127,60893159180.67498,4367000.0,4373000.0,4151000.0
KRW-BTC,2024-07-07,79397000.0,2527.24731033,205364943238.90503,82850000.0,82940000.0,79280000.0
KRW-ETH,2024-07-08,4290000.0,29118.59168736,123089222444.99115,4167000.0,4397000.0,4050000.0
KRW-BTC,2024-07-08,80534000.0,5094.76571434,407495808244.1024,79397000.0,82700000.0,77880000.0
KRW-ETH,2024-07-09,4336000.0,17246.36563577,74890400997.43117,4290000.0,4401000.0,4267000.0
KRW-BTC,2024-07-09,82043000.0,2547.62184575,207188813320.79987,80499000.0,82300000.0,80000000.0
KRW-ETH,2024-07-10,4397000.0,15470.04317181,67747775692.84169,4335000.0,4461000.0,4297000.0
KRW-BTC,2024-07-10,81896000.0,2927.47972497,241533427852.04196,82043000.0,83825000.0,81096000.0
KRW-BTC,2024-07-11,81070000.0,2930.42730849,240656104086.51352,81926000.0,83795000.0,81000000.0
KRW-ETH,2024-07-11,4381000.0,18453.49877196,81698884814.75555,4397000.0,4530000.0,4336000.0
KRW-BTC,2024-07-12,81540000.0,2003.05277025,162370294145.94073,81070000.0,82309000.0,80085000.0
KRW-ETH,2024-07-12,4413000.0,13081.55017339,57185122664.6878,4382000.0,4444000.0,4318000.0
KRW-BTC,2024-07-13,82901000.0,1698.9670231,139900580321.58945,81548000.0,83700000.0,81300000.0
KRW-ETH,2024-07-13,4450000.0,9560.11424826,42347876027.69968,4414000.0,4485000.0,4383000.0
KRW-BTC,2024-07-14,85430000.0,3162.56205447,267061160893.37726,82901000.0,86000000.0,82860000.0
KRW-ETH,2024-07-14,4557000.0,14424.35579172,64918966753.16691,4450000.0,4595000.0,4440000.0
KRW-BTC,2024-07-15,91162000.0,5087.5047679,449269971924.1909,85430000.0,91294000.0,85269000.0
KRW-ETH,2024-07-15,4900000.0,25924.20998981,122624019953.45682,4557000.0,4911000.0,4548000.0
KRW-BTC,2024-07-16,90807000.0,6229.90082082,557878343297.2963,91162000.0,91544000.0,87300000.0
KRW-ETH,2024-07-16,4809000.0,36014.81626314,173156616107.05838,4900000.0,4927000.0,4681000.0
KRW-BTC,2024-07-17,89467000.0,3690.86942876,335601755804.37213,90825000.0,92159000.0,89380000.0
KRW-ETH,2024-07-17,4730000.0,23618.60327732,114050720437.09503,4810000.0,4900000.0,4719000.0
KRW-ETH,2024-07-18,4811000.0,19001.4084744,91243495325.70834,4730000.0,4890000.0,4720000.0
KRW-BTC,2024-07-18,89850000.0,2571.16592106,231608554045.43936,89464000.0,91200000.0,89049000.0
KRW-BTC,2024-07-19,93004000.0,4216.76104722,385983610442.7926,89850000.0,94073000.0,88675000.0
KRW-ETH,2024-07-19,4888000.0,26682.94953578,128835068971.6963,4811000.0,4939000.0,4737000.0
KRW-BTC,2024-07-20,94065000.0,1966.82922042,184106522945.32446,93004000.0,94624000.0,92736000.0
KRW-ETH,2024-07-20,4928000.0,13048.62329511,64031055342.88903,4888000.0,4954000.0,4864000.0
KRW-BTC,2024-07-21,95000000.0,2999.30004219,282511677391.88605,94073000.0,95299000.0,92413000.0
KRW-ETH,2024-07-21,4932000.0,17578.67977648,86234029591.3293,4928000.0,4943000.0,4800000.0
KRW-ETH,2024-07-22,4808000.0,20954.67495221,102016832302.58246,4932000.0,4968000.0,4790000.0
KRW-BTC,2024-07-22,94357000.0,2864.06872329,270086053980.06497,95000000.0,95353000.0,93050000.0
KRW-BTC,2024-07-23,92230000.0,3198.17266819,298055492452.224,94284000.0,94748000.0,92000000.0
KRW-ETH,2024-07-23,4870000.0,36754.29343537,178982050682.70685,4808000.0,4960000.0,4770000.0
KRW-BTC,2024-07-24,91501000.0,3120.28733945,287757546664.5858,92224000.0,93494000.0,91051000.0
KRW-ETH,2024-07-24,4674000.0,25375.65302735,121024762904.98196,4870000.0,4883000.0,4632000.0
KRW-BTC,2024-07-25,92465000.0,4242.34259951,384022678969.55927,91501000.0,93138000.0,89202000.0
KRW-ETH,2024-07-25,4463000.0,48005.1759814,214357082726.9975,4675000.0,4679000.0,4350000.0
KRW-ETH,2024-07-26,4571000.0,23329.72368025,105874831308.51556,4464000.0,4587000.0,4458000.0
KRW-BTC,2024-07-26,94727000.0,3254.87216648,306215486613.3734,92475000.0,95000000.0,92286000.0
KRW-ETH,2024-07-27,4515000.0,24830.19541085,113413811635.52718,4571000.0,4645000.0,4466000.0
KRW-BTC,2024-07-27,94292000.0,4913.83842022,467925032426.02423,94639000.0,96813000.0,93150000.0
KRW-BTC,2024-07-28,95363000.0,2056.69856884,194537737710.59518,94341000.0,95380000.0,93600000.0
KRW-ETH,2024-07-28,4569000.0,12324.30551991,55894508810.55171,4515000.0,4587000.0,4471000.0
KRW-BTC,2024-07-29,93618000.0,4778.70828116,456579708586.51715,95363000.0,97100000.0,93203000.0
KRW-ETH,2024-07-29,4641000.0,25974.61606615,120720133780.07263,4569000.0,4723000.0,4559000.0
KRW-ETH,2024-07-30,4597000.0,16872.56665312,78296493759.69182,4642000.0,4697000.0,4544000.0
KRW-BTC,2024-07-30,92788000.0,2825.61883321,262705366724.15695,93605000.0,93878000.0,91825000.0
KRW-BTC,2024-07-31,90345000.0,3099.02844262,284977850977.3531,92790000.0,93298000.0,90345000.0
KRW-ETH,2024-07-31,4518000.0,16139.98745664,74165299523.7872,4597000.0,4669000.0,4514000.0
KRW-BTC,2024-08-01,91789000.0,5048.04552891,454095059912.4309,90346000.0,92300000.0,88001000.0
KRW-ETH,2024-08-01,4500000.0,22863.74612233,101748343532.18732,4517000.0,4537000.0,4351000.0
KRW-BTC,2024-08-02,86691000.0,5089.66250349,453754064161.6217,91789000.0,92200000.0,86377000.0
KRW-ETH,2024-08-02,4213000.0,25758.2783992,111522674457.72092,4500000.0,4521000.0,4192000.0
KRW-BTC,2024-08-03,85957000.0,4059.37513687,350471535778.3624,86691000.0,87690000.0,85000000.0
KRW-ETH,2024-08-03,4110000.0,24088.61427559,100121030942.86938,4213000.0,4248000.0,4060000.0
KRW-ETH,2024-08-04,3790000.0,35345.57199199,139733175899.61078,4111000.0,4140000.0,3781000.0
KRW-BTC,2024-08-04,81871000.0,4532.63397761,380290142556.4757,85954000.0,86311000.0,81684000.0
KRW-BTC,2024-08-05,77833000.0,23878.79267178,1828233999514.335,81871000.0,82256000.0,72100000.0
KRW-ETH,2024-08-05,3483000.0,209059.78437835,707815074376.8756,3790000.0,3812000.0,3162000.0
KRW-ETH,2024-08-06,3526000.0,63843.90206178,229074628532.84708,3485000.0,3719000.0,3450000.0
KRW-BTC,2024-08-06,80224000.0,7868.46700086,630449026117.0752,77786000.0,82150000.0,77782000.0
KRW-BTC,2024-08-07,78388000.0,5316.47766092,425826912725.80835,80166000.0,81950000.0,77782000.0
KRW-ETH,2024-08-07,3338000.0,62637.5096902,217067413590.7039,3525000.0,3620000.0,3300000.0
KRW-ETH,2024-08-08,3757000.0,66896.54790791,237186068166.68304,3338000.0,3818000.0,3301000.0
KRW-BTC,2024-08-08,86397000.0,7126.01269616,589875336679.084,78386000.0,87980000.0,77941000.0
KRW-BTC,2024-08-09,85518000.0,3892.85974175,332298406966.0832,86397000.0,86704000.0,84000000.0
KRW-ETH,2024-08-09,3654000.0,45674.66493233,169800846408.80627,3757000.0,3803000.0,3600000.0
KRW-BTC,2024-08-10,85669000.0,1489.63387466,127296971385.76044,85523000.0,86370000.0,84760000.0
KRW-ETH,2024-08-10,3669000.0,14996.39495676,55139856193.57484,3655000.0,3721000.0,3634000.0
KRW-ETH,2024-08-11,3601000.0,27693.30377307,102218246609.68507,3670000.0,3802000.0,3578000.0
KRW-BTC,2024-08-11,82815000.0,2669.17265554,225284918716.3791,85669000.0,86424000.0,82208000.0
KRW-BTC,2024-08-12,83221000.0,5072.09672139,420485878758.05646,82816000.0,85000000.0,81000000.0
KRW-ETH,2024-08-12,3817000.0,47047.06375201,173918990486.20743,3601000.0,3851000.0,3526000.0
KRW-ETH,2024-08-13,3774000.0,31402.59148145,117648212565.40073,3817000.0,3833000.0,3665000.0
KRW-BTC,2024-08-13,84600000.0,2989.81215206,250426145464.81427,83207000.0,85770000.0,82050000.0
KRW-ETH,2024-08-14,3732000.0,31024.18634867,117163216298.62173,3776000.0,3880000.0,3687000.0
KRW-BTC,2024-08-14,82457000.0,3583.12495297,301026089757.4763,84587000.0,85950000.0,82218000.0
KRW-BTC,2024-08-15,81004000.0,3986.43185704,325801942348.10706,82440000.0,83555000.0,79500000.0
KRW-ETH,2024-08-15,3616000.0,26660.40354577,97806497796.17358,3732000.0,3748000.0,3554000.0
KRW-BTC,2024-08-16,82209000.0,2629.8190762,214699078822.88956,81044000.0,83400000.0,80296000.0
KRW-ETH,2024-08-16,3623000.0,16427.07077551,59577005194.34091,3616000.0,3674000.0,3583000.0
KRW-ETH,2024-08-17,3638000.0,6040.62477411,21923926060.66072,3624000.0,3659000.0,3612000.0
